example_type,split,image_filename,label_filename,annotation_index,class_id,class_name,normalized_width,normalized_height,normalized_area,pixel_width,pixel_height,pixel_area,aspect_ratio,relative_image_area,normalized_aspect_ratio,size_category,near_border,boundary_excess,rounding_warning,extreme_aspect_ratio
near_border,train,10259.jpg,10259.txt,3,0,Crack,0.294463,0.256039,0.075394012057,1356.8855039999999,884.8707840000001,1200668.339722715,1.5334278501842815,0.075394012057,1.1500708876382113,medium,True,0.0,False,False
near_border,train,10259.jpg,10259.txt,4,4,Reinforcement,0.0552526,0.372752,0.0205955171552,254.6039808,1288.230912,327988.7183848145,0.19763846561073672,0.0205955171552,0.14822884920805254,medium,True,0.0,False,False
near_border,train,1026.JPG,1026.txt,3,5,Seepage,0.068713,0.320175,0.022000184774999997,187.99876799999998,583.9992,109791.13011298559,0.3219161396111501,0.022000184774999997,0.21461075974076677,medium,True,0.0,False,False
near_border,train,10260.jpg,10260.txt,1,1,Breakage,0.260773,0.251741,0.06564725579299999,417.23679999999996,302.0892,126042.73112255997,1.3811708594679981,0.06564725579299999,1.0358781446009986,medium,True,0.0,False,False
near_border,train,10261.jpg,10261.txt,1,1,Breakage,0.190946,0.977043,0.186562452678,763.784,2196.392664,1677569.574480576,0.3477447418755356,0.186562452678,0.19543254493405102,large,True,5.00000000069889e-07,True,False
near_border,train,10261.jpg,10261.txt,2,0,Crack,0.118632,0.093925,0.011142510599999999,474.528,211.14339999999999,100193.4553152,2.2474204734791616,0.011142510599999999,1.263050306095289,medium,True,0.0,False,False
near_border,train,10261.jpg,10261.txt,3,0,Crack,0.119096,0.158149,0.018834913304,476.38399999999996,355.518952,169363.540429568,1.3399679463501568,0.018834913304,0.753061985848788,medium,True,0.0,False,False
near_border,train,10262.jpg,10262.txt,1,2,Comb,0.998913,0.994139,0.993058370907,5993.478,3356.213264,20115390.36109219,1.7857858033898766,0.993058370907,1.0048021453740372,large,True,0.0,False,False
near_border,train,10263.jpg,10263.txt,1,3,Hole,0.0497837,0.0681563,0.00339307279231,129.0393504,132.49584720000001,17097.178053385658,0.9739124140639479,0.00339307279231,0.730434310547961,small,True,0.0,False,False
near_border,train,10263.jpg,10263.txt,2,2,Comb,0.917002,0.668106,0.612654538212,2376.869184,1298.798064,3087073.0945604597,1.8300529157548853,0.612654538212,1.372539686816164,large,True,0.0,False,False
near_border,train,10264.jpg,10264.txt,1,1,Breakage,0.99895,0.223871,0.22363593545,4603.1616,773.698176,3561457.733753241,5.949557259910097,0.22363593545,4.462167944932573,large,True,0.0,False,False
near_border,train,10264.jpg,10264.txt,3,4,Reinforcement,0.454506,0.0539594,0.0245248710564,2094.363648,186.48368639999998,390564.65374119196,11.230814278883754,0.0245248710564,8.423110709162815,medium,True,0.0,False,True
near_border,train,10266.jpg,10266.txt,1,0,Crack,0.992616,0.232809,0.231089938344,2032.877568,357.59462399999995,726946.0895669945,5.684866134900284,0.231089938344,4.263649601175213,large,True,0.0,False,False
near_border,train,10266.jpg,10266.txt,2,2,Comb,0.998347,0.321344,0.320812818368,2044.614656,493.584384,1009189.865499132,4.142381165770431,0.320812818368,3.106785874327823,large,True,0.0,False,False
near_border,train,10266.jpg,10266.txt,3,0,Crack,0.895696,0.186902,0.16740737379200002,1834.385408,287.081472,526618.0631439607,6.389772893459317,0.16740737379200002,4.792329670094488,large,True,0.0,False,False
near_border,train,10266.jpg,10266.txt,4,0,Crack,0.723952,0.153987,0.11147919662400002,1482.653696,236.52403200000003,350683.23023762234,6.268511844073417,0.11147919662400002,4.701383883055063,large,True,0.0,False,False
near_border,train,10266.jpg,10266.txt,5,0,Crack,0.853374,0.167707,0.143116793418,1747.709952,257.59795199999996,450206.50432521827,6.78464226299439,0.143116793418,5.088481697245792,large,True,0.0,False,False
near_border,train,10266.jpg,10266.txt,6,0,Crack,0.696324,0.12969,0.09030625956,1426.071552,199.20384,284078.9292731597,7.158855732901534,0.09030625956,5.369141799676151,medium,True,0.0,False,False
near_border,train,10267.jpg,10267.txt,2,2,Comb,0.0589873,0.659966,0.0389296124318,271.8134784,2280.842496,619963.7325202981,0.11917240181059832,0.0389296124318,0.08937930135794873,medium,True,0.0,False,False
near_border,train,10269.jpg,10269.txt,2,0,Crack,0.441486,0.106091,0.046837691226000004,1003.056192,180.779064,181331.5595291643,5.548519667078263,0.046837691226000004,4.161389750308697,medium,True,0.0,False,False
near_border,train,10269.jpg,10269.txt,5,0,Crack,0.90883,0.444833,0.40427757539,2064.8617600000002,757.9954319999999,1565155.7817914803,2.7241084481891713,0.40427757539,2.0430813361418783,large,True,0.0,False,False
near_border,train,10269.jpg,10269.txt,10,0,Crack,0.348317,0.0814139,0.028357845406299997,791.376224,138.7292856,109787.05819634555,5.704464061624202,0.028357845406299997,4.278348046218152,medium,True,0.0,False,False
near_border,train,10272.jpg,10272.txt,1,2,Comb,0.989874,0.979537,0.969618208338,1583.7984000000001,1175.4444,1861666.96000896,1.3474039265489717,0.969618208338,1.0105529449117288,large,True,5.00000000069889e-07,True,False
near_border,train,10275.jpg,10275.txt,1,0,Crack,0.0641523,0.373155,0.0239387515065,295.61379839999995,1289.6236800000001,381230.5545513861,0.22922485294314687,0.0239387515065,0.17191863970736018,medium,True,0.0,False,False
near_border,train,10275.jpg,10275.txt,2,1,Breakage,0.800762,1.0,0.800762,3689.9112959999998,3456.0,12752333.438976,1.0676826666666666,0.800762,0.800762,large,True,0.0,False,False
near_border,train,10275.jpg,10275.txt,3,0,Crack,0.111215,0.584974,0.06505788340999999,512.47872,2021.670144,1036062.9276593354,0.25349274782582926,0.06505788340999999,0.19011956086937196,medium,True,0.0,False,False
near_border,train,10277.jpg,10277.txt,2,1,Breakage,0.504036,0.156785,0.07902528426000001,1306.4613120000001,304.79004000000003,398196.3955429325,4.286430462097777,0.07902528426000001,3.214822846573333,medium,True,0.0,False,False
near_border,train,10278.jpg,10278.txt,2,0,Crack,0.609591,0.171648,0.104635075968,2808.995328,593.2154879999999,1666339.5342892401,4.735202274422074,0.104635075968,3.551401705816555,large,True,5.000000000143778e-07,True,False
near_border,train,10278.jpg,10278.txt,4,1,Breakage,0.616766,0.193949,0.11962114893400001,2842.057728,670.2877440000001,1904996.462818886,4.240056234714624,0.11962114893400001,3.1800421760359683,large,True,0.0,False,False
near_border,train,10281.jpg,10281.txt,1,0,Crack,0.569095,0.626003,0.356255177285,273.1656,200.32095999999999,54720.795230976,1.3636396311199788,0.356255177285,0.9090930874133192,large,True,5.00000000069889e-07,True,False
near_border,train,10283.jpg,10283.txt,1,0,Crack,0.126119,0.999726,0.12608444339400002,201.7904,1199.6712,242082.13131648002,0.1682047547694735,0.12608444339400002,0.12615356607710512,large,True,0.0,False,False
near_border,train,10283.jpg,10283.txt,2,0,Crack,0.103409,0.754864,0.078059731376,165.4544,905.8367999999999,149874.68424192,0.18265365240184547,0.078059731376,0.1369902393013841,medium,True,0.0,False,False
near_border,train,10284.jpg,10284.txt,1,1,Breakage,0.780496,0.293929,0.229410408784,1248.7936,352.71479999999997,440467.98486528,3.5405194224909193,0.229410408784,2.6553895668681893,large,True,0.0,False,False
near_border,train,10286.jpg,10286.txt,10,4,Reinforcement,0.0155836,0.232692,0.0036261790512,71.8092288,804.1835520000001,57747.800682764704,0.08929457537574705,0.0036261790512,0.06697093153181029,small,True,0.0,False,True
near_border,train,10286.jpg,10286.txt,13,0,Crack,0.224201,0.165783,0.037168714383000005,1033.118208,572.946048,591920.994390442,1.8031683988507066,0.037168714383000005,1.3523762991380297,medium,True,0.0,False,False
near_border,train,10288.jpg,10288.txt,1,0,Crack,0.976472,0.226726,0.221391590672,3905.888,509.680048,1990753.183322624,7.663411615437613,0.221391590672,4.306837327875938,large,True,0.0,False,False
near_border,train,10288.jpg,10288.txt,4,0,Crack,0.98966,0.32647,0.32309430019999996,3958.64,733.90456,2905263.9473983995,5.39394386648858,0.32309430019999996,3.031396452966582,large,True,0.0,False,False
near_border,train,10288.jpg,10288.txt,5,0,Crack,0.754298,0.211298,0.15938165880400001,3017.192,474.997904,1433159.875965568,6.35201118697989,0.15938165880400001,3.569830287082698,large,True,0.0,False,False
near_border,train,10291.jpg,10291.txt,1,0,Crack,0.934312,0.144871,0.135354713752,4305.309696,500.674176,2155557.3844696106,8.599024879605535,0.135354713752,6.449268659704151,large,True,0.0,False,False
near_border,train,10291.jpg,10291.txt,2,4,Reinforcement,0.0434196,0.173061,0.0075142393956000005,200.0775168,598.0988159999999,119666.1259063001,0.3345225094041986,0.0075142393956000005,0.25089188205314894,small,True,0.0,False,False
near_border,train,10291.jpg,10291.txt,3,1,Breakage,0.0553089,0.177588,0.0098221969332,254.8634112,613.7441279999999,156420.92206604942,0.4152600400927991,0.0098221969332,0.31144503006959934,small,True,0.0,False,False
near_border,train,10293.jpg,10293.txt,1,4,Reinforcement,0.0861664,0.197484,0.0170164853376,397.0547712,682.504704,270991.74908964377,0.5817612228501212,0.0170164853376,0.4363209171375909,medium,True,0.0,False,False
near_border,train,10294.jpg,10294.txt,1,2,Comb,0.998351,0.344063,0.343495640113,4600.401408,1189.081728,5470253.255718272,3.8688689765149595,0.343495640113,2.90165173238622,large,True,0.0,False,False
near_border,train,10294.jpg,10294.txt,3,2,Comb,0.998867,0.136624,0.136469205008,4602.779136,472.17254399999996,2173305.934115242,9.74808720771363,0.136469205008,7.311065405785221,large,True,0.0,False,False
near_border,train,10295.jpg,10295.txt,1,5,Seepage,0.181927,0.471005,0.085688526635,100.05985,185.57597,18568.7037218045,0.5391853805209801,0.085688526635,0.38625279986412037,medium,True,0.0,False,False
near_border,train,10297.jpg,10297.txt,1,4,Reinforcement,0.0226925,0.150606,0.003417626655,104.56704,520.494336,54426.552052285435,0.20089947722312967,0.003417626655,0.15067460791734727,small,True,0.0,False,False
near_border,train,10297.jpg,10297.txt,2,4,Reinforcement,0.0418979,0.233827,0.0097968602633,193.0655232,808.106112,156017.4293143978,0.23891110379326025,0.0097968602633,0.1791833278449452,small,True,5.000000000005e-07,True,False
near_border,train,10297.jpg,10297.txt,3,4,Reinforcement,0.0265043,0.0996387,0.00264085399641,122.13181440000001,344.35134719999996,42056.25482462036,0.35467209695295776,0.00264085399641,0.2660040727147183,small,True,0.0,False,False
near_border,train,10297.jpg,10297.txt,4,4,Reinforcement,0.0695751,0.116216,0.0080857398216,320.6020608,401.642496,128767.41192245577,0.7982274385626764,0.0080857398216,0.5986705789220073,small,True,0.0,False,False
near_border,train,10297.jpg,10297.txt,5,4,Reinforcement,0.0462962,0.32869,0.015217097978,213.33288960000002,1135.95264,242336.05913994854,0.18780086606427537,0.015217097978,0.14085064954820653,medium,True,0.0,False,False
near_border,train,10297.jpg,10297.txt,6,4,Reinforcement,0.05596,0.564593,0.031594624280000004,257.86368,1951.233408,503152.22712582146,0.13215419485068594,0.031594624280000004,0.09911564613801446,medium,True,0.0,False,False
near_border,train,10297.jpg,10297.txt,7,4,Reinforcement,0.0472061,0.0613398,0.00289561273278,217.52570880000002,211.9903488,46113.35088147923,1.0261113773873842,0.00289561273278,0.7695835330405382,small,True,0.0,False,False
near_border,train,10297.jpg,10297.txt,8,4,Reinforcement,0.0608647,0.0840085,0.0051131521499500005,280.4645376,290.333376,81428.21604968695,0.9660085983362796,0.0051131521499500005,0.7245064487522096,small,True,0.0,False,False
near_border,train,10297.jpg,10297.txt,9,4,Reinforcement,0.0195111,0.056098,0.0010945336878,89.9071488,193.87468800000002,17430.720422569575,0.46373845769902666,0.0010945336878,0.34780384327427,small,True,0.0,False,False
near_border,train,10297.jpg,10297.txt,12,4,Reinforcement,0.116584,0.117723,0.013724618231999998,537.219072,406.850688,218567.9490499215,1.3204329938358124,0.013724618231999998,0.9903247453768592,medium,True,0.0,False,False
near_border,train,10297.jpg,10297.txt,13,4,Reinforcement,0.0808128,0.0603705,0.0048787091424,372.3853824,208.640448,77694.65301258733,1.7848187442542303,0.0048787091424,1.3386140581906727,small,True,0.0,False,False
near_border,train,10297.jpg,10297.txt,14,4,Reinforcement,0.0492718,0.486104,0.0239512190672,227.04445439999998,1679.975424,381429.10354748863,0.13514748558607484,0.0239512190672,0.10136061418955615,medium,True,0.0,False,False
near_border,train,10298.jpg,10298.txt,1,0,Crack,0.72091,0.942003,0.67909938273,922.7648,904.32288,834477.321498624,1.0203930702273063,0.67909938273,0.7652948026704799,large,True,0.0,False,False
near_border,train,1030.JPG,1030.txt,4,1,Breakage,0.039108,0.232456,0.009090889247999999,106.99948799999999,423.99974399999996,45367.75552013106,0.25235743538562133,0.009090889247999999,0.1682382902570809,small,True,0.0,False,False
near_border,train,10300.jpg,10300.txt,1,0,Crack,0.27557,0.608973,0.16781468960999998,132.2736,194.87135999999998,25776.336324095995,0.6787739357902567,0.16781468960999998,0.45251595719350446,large,True,0.0,False,False
near_border,train,10300.jpg,10300.txt,2,0,Crack,0.343202,0.717914,0.246389520628,164.73696,229.73248,37845.4303684608,0.7170817117370605,0.246389520628,0.4780544744913736,large,True,0.0,False,False
near_border,train,10303.jpg,10303.txt,1,0,Crack,0.995729,0.112806,0.112324205574,2039.252992,173.270016,353341.39855188783,11.769220313340307,0.112324205574,8.82691523500523,large,True,0.0,False,True
near_border,train,10303.jpg,10303.txt,2,0,Crack,0.761067,0.116829,0.08891469654300001,1558.665216,179.449344,279701.45052681834,8.68582286932183,0.08891469654300001,6.514367151991372,medium,True,0.0,False,False
near_border,train,10303.jpg,10303.txt,3,1,Breakage,0.150062,0.220768,0.033128887616,307.326976,339.099648,104214.46938250444,0.9063028458230662,0.033128887616,0.6797271343672996,medium,True,0.0,False,False
near_border,train,10303.jpg,10303.txt,4,0,Crack,0.696218,0.10924,0.07605485432,1425.854464,167.79264,239247.88477034497,8.497717563773953,0.07605485432,6.373288172830465,medium,True,0.0,False,False
near_border,train,10303.jpg,10303.txt,5,0,Crack,0.992943,0.161636,0.160495334748,2033.547264,248.272896,504874.66838615655,8.190774332450692,0.160495334748,6.143080749338019,large,True,0.0,False,False
near_border,train,10305.jpg,10305.txt,1,1,Breakage,0.21712,0.122984,0.02670228608,750.36672,283.355136,212620.2639954739,2.6481493527613345,0.02670228608,1.76543290184089,medium,True,0.0,False,False
near_border,train,10305.jpg,10305.txt,2,2,Comb,0.996431,0.80595,0.80307356445,3443.665536,1856.9088000000002,6394572.838055117,1.8545151684347663,0.80307356445,1.2363434456231774,large,True,0.0,False,False
near_border,train,10305.jpg,10305.txt,3,0,Crack,0.823619,0.155728,0.12826053963200001,2846.427264,358.79731200000003,1021290.4511267145,7.933245787526969,0.12826053963200001,5.28883052501798,large,True,5.000000000143778e-07,True,False
near_border,train,10306.jpg,10306.txt,1,0,Crack,0.998341,0.10507,0.10489568887,4600.355328000001,363.12192,1670489.8593855898,12.668900098347136,0.10489568887,9.501675073760351,large,True,0.0,False,True
near_border,train,10306.jpg,10306.txt,3,0,Crack,0.850206,0.102448,0.08710190428799999,3917.749248,354.060288,1387119.4270586635,11.065203810713728,0.08710190428799999,8.298902858035296,medium,True,0.0,False,True
near_border,train,10306.jpg,10306.txt,4,0,Crack,0.846901,0.0889299,0.0753148212399,3902.519808,307.3417344,1199407.206321075,12.697656618677557,0.0753148212399,9.523242464008169,medium,True,0.0,False,True
near_border,train,10307.jpg,10307.txt,1,1,Breakage,0.185399,0.709832,0.13160214296800002,1112.394,2839.328,3158451.4312320002,0.39178073121527346,0.13160214296800002,0.2611871541435157,large,True,0.0,False,False
near_border,train,10307.jpg,10307.txt,2,2,Comb,0.235234,0.978157,0.23009578373800002,1411.404,3912.628,5522298.809712,0.3607304348892867,0.23009578373800002,0.24048695659285776,large,True,0.0,False,False
near_border,train,10307.jpg,10307.txt,3,2,Comb,0.522587,0.590473,0.30857351365100005,3135.522,2361.8920000000003,7405764.327624002,1.3275467294863608,0.30857351365100005,0.8850311529909073,large,True,0.0,False,False
near_border,train,10308.jpg,10308.txt,1,1,Breakage,0.174503,0.382154,0.066687019462,279.2048,458.5848,128039.07736704,0.608840066221122,0.066687019462,0.45663004966584153,medium,True,0.0,False,False
near_border,train,10308.jpg,10308.txt,6,0,Crack,0.202459,0.385401,0.078027901059,323.9344,462.4812,149813.57003328,0.7004271741208075,0.078027901059,0.5253203805906056,medium,True,0.0,False,False
near_border,train,10308.jpg,10308.txt,7,0,Crack,0.237271,0.208076,0.04937040059600001,379.6336,249.6912,94791.16914432003,1.5204124134130477,0.04937040059600001,1.1403093100597859,medium,True,0.0,False,False
near_border,train,10309.jpg,10309.txt,1,5,Seepage,0.341074,0.339676,0.11585465202399998,698.519552,521.742336,364447.22280215344,1.3388209156176276,0.11585465202399998,1.0041156867132208,large,True,0.0,False,False
near_border,train,10310.jpg,10310.txt,1,1,Breakage,0.975834,0.305568,0.298183643712,1561.3344,366.6816,572512.59592704,4.258011310084825,0.298183643712,3.1935084825636193,large,True,0.0,False,False
near_border,train,10311.jpg,10311.txt,1,1,Breakage,0.238945,0.0808988,0.019330363766,489.35936,124.26055680000002,60808.06654889164,3.9381713119766086,0.019330363766,2.953628483982457,medium,True,0.0,False,False
near_border,train,10311.jpg,10311.txt,2,2,Comb,0.245289,0.232573,0.057047598597,502.351872,357.232128,179456.22823934362,1.4062337416639077,0.057047598597,1.0546753062479308,medium,True,0.0,False,False
near_border,train,10312.jpg,10312.txt,2,2,Comb,0.678652,0.276334,0.18753462176800004,1389.879296,424.449024,589932.9106650072,3.274549397950789,0.18753462176800004,2.455912048463092,large,True,0.0,False,False
near_border,train,10312.jpg,10312.txt,4,2,Comb,0.181257,0.952356,0.172621191492,371.214336,1462.818816,543019.3154697462,0.25376644868095544,0.172621191492,0.19032483651071658,large,True,0.0,False,False
near_border,train,10312.jpg,10312.txt,5,1,Breakage,0.173603,0.27874,0.04839010022,355.538944,428.14464,152222.09318486016,0.8304178326277775,0.04839010022,0.6228133744708331,medium,True,0.0,False,False
near_border,train,10312.jpg,10312.txt,6,2,Comb,0.263538,0.402549,0.106086958362,539.725824,618.315264,333720.7153541775,0.8728974609302222,0.106086958362,0.6546730956976666,large,True,4.999999999866223e-07,True,False
near_border,train,10312.jpg,10312.txt,8,2,Comb,0.194076,0.604091,0.117239564916,397.467648,927.8837760000001,368803.78206407884,0.4283593034824223,0.117239564916,0.32126947761181673,large,True,0.0,False,False
near_border,train,10312.jpg,10312.txt,9,1,Breakage,0.177665,0.39542,0.07025229429999999,363.85792,607.3651199999999,220994.60924375037,0.5990760878728104,0.07025229429999999,0.4493070659046077,medium,True,0.0,False,False
near_border,train,10313.jpg,10313.txt,2,0,Crack,0.199467,0.999088,0.199285086096,319.1472,1198.9056,382627.36530432,0.2661987732812325,0.199285086096,0.19964907996092437,large,True,0.0,False,False
near_border,train,10314.jpg,10314.txt,7,1,Breakage,0.113479,0.126727,0.014380853233,522.9112319999999,437.96851200000003,229018.6541871268,1.193947093621196,0.014380853233,0.895460320215897,medium,True,0.0,False,False
near_border,train,10315.jpg,10315.txt,6,1,Breakage,0.658863,0.762662,0.502489773306,365.01010199999996,282.18494,103000.35373226387,1.293513757325249,0.502489773306,0.8638990798020617,large,True,0.0,False,False
near_border,train,10316.jpg,10316.txt,2,1,Breakage,0.0534972,0.0693227,0.00370857034644,85.59552000000001,83.18724,7120.4550651648,1.0289501130221415,0.00370857034644,0.7717125847666061,small,True,0.0,False,False
near_border,train,10317.jpg,10317.txt,1,0,Crack,0.816866,1.0,0.816866,3267.464,2248.0,7345259.072,1.4534982206405693,0.816866,0.816866,large,True,0.0,False,False
near_border,train,10318.jpg,10318.txt,3,0,Crack,0.393532,0.202499,0.079689836468,1813.395456,699.836544,1269080.408832344,2.591169997547313,0.079689836468,1.9433774981604846,medium,True,0.0,False,False
near_border,train,10318.jpg,10318.txt,5,0,Crack,0.321704,0.190457,0.06127077872799999,1482.412032,658.219392,975752.3463965245,2.2521549046066394,0.06127077872799999,1.6891161784549793,medium,True,0.0,False,False
near_border,train,10319.jpg,10319.txt,2,4,Reinforcement,0.043864,0.0207298,0.0009092919472,123.521024,43.7813376,5407.915652441702,2.821316816049037,0.0009092919472,2.115987612036778,tiny,True,0.0,False,False
near_border,train,1032.JPG,1032.txt,2,2,Comb,0.153143,0.324013,0.049620322859,418.999248,590.999712,247628.43489621658,0.7089669241666229,0.049620322859,0.472644616111082,medium,True,0.0,False,False
near_border,train,1032.JPG,1032.txt,3,1,Breakage,0.151681,0.328947,0.049895009907,414.99921600000005,599.999328,248999.25072052685,0.691666134666071,0.049895009907,0.46111075644404725,medium,True,0.0,False,False
near_border,train,10320.jpg,10320.txt,1,2,Comb,0.636986,0.724634,0.46158171312400004,693.0407680000001,591.301344,409795.93756519223,1.172060194065786,0.46158171312400004,0.8790451455493394,large,True,0.0,False,False
near_border,train,10321.jpg,10321.txt,1,2,Comb,0.226928,0.529139,0.120076454992,363.0848,634.9668,230546.79358463996,0.5718169831871524,0.120076454992,0.4288627373903643,large,True,5.000000000143778e-07,True,False
near_border,train,10322.jpg,10322.txt,1,2,Comb,0.830016,0.661384,0.5489593021439999,2868.535296,1523.828736,4371156.514275066,1.8824525540381987,0.5489593021439999,1.2549683693587992,large,True,0.0,False,False
near_border,train,10324.jpg,10324.txt,1,1,Breakage,0.517057,0.345698,0.178745570786,827.2912,414.8376,343191.4959091201,1.994253172807865,0.178745570786,1.4956898796058988,large,True,5.00000000069889e-07,True,False
near_border,train,10324.jpg,10324.txt,4,2,Comb,0.539892,0.213685,0.11536682202000001,863.8272000000001,256.422,221504.29827840003,3.3687717902520062,0.11536682202000001,2.526578842689005,large,True,0.0,False,False
near_border,train,10324.jpg,10324.txt,5,2,Comb,0.497139,0.494679,0.24592422338099998,795.4224,593.6148,472174.5088915199,1.339963895778879,0.24592422338099998,1.0049729218341592,large,True,4.999999999866223e-07,True,False
near_border,train,10324.jpg,10324.txt,6,2,Comb,0.275622,0.521221,0.143659974462,440.99519999999995,625.4652000000001,275827.15096704,0.7050675241404316,0.143659974462,0.5288006431053237,large,True,5.000000000143778e-07,True,False
near_border,train,10325.jpg,10325.txt,1,5,Seepage,0.119499,0.0995861,0.0119004393639,191.1984,119.50332,22848.843578688,1.5999421606027346,0.0119004393639,1.199956620452051,medium,True,4.999999998478444e-07,True,False
near_border,train,10327.jpg,10327.txt,2,0,Crack,0.793426,0.110755,0.08787589663,2742.0802559999997,255.17952000000002,699722.7235275571,10.745690939460971,0.08787589663,7.163793959640648,medium,True,0.0,False,True
near_border,train,10328.jpg,10328.txt,1,2,Comb,0.999637,0.962241,0.961891706517,1599.4192,1154.6892,1846832.0765126399,1.3851512597502427,0.961891706517,1.0388634448126821,large,True,5.00000000069889e-07,True,False
near_border,train,10328.jpg,10328.txt,2,2,Comb,0.999908,0.570413,0.570360522004,1599.8528000000001,684.4956,1095092.20224768,2.3372725843672337,0.570360522004,1.7529544382754252,large,True,4.999999999588667e-07,True,False
near_border,train,10328.jpg,10328.txt,3,0,Crack,0.999896,1.0,0.999896,1599.8336,1200.0,1919800.3199999998,1.3331946666666665,0.999896,0.999896,large,True,0.0,False,False
near_border,train,10330.jpg,10330.txt,7,4,Reinforcement,0.0736324,0.692197,0.050968126382799996,150.7991552,1063.2145919999998,160331.86226991267,0.14183322570501367,0.050968126382799996,0.10637491927876025,medium,True,0.0,False,False
near_border,train,10332.jpg,10332.txt,1,1,Breakage,0.793933,0.196573,0.156065791609,1270.2928,235.8876,299646.31988927996,5.38516140738216,0.156065791609,4.03887105553662,large,True,5.00000000069889e-07,True,False
near_border,train,10332.jpg,10332.txt,2,2,Comb,0.315487,0.18167,0.05731452329,504.7792,218.004,110043.8847168,2.3154584319553773,0.05731452329,1.7365938239665328,medium,True,0.0,False,False
near_border,train,10334.jpg,10334.txt,1,0,Crack,0.901267,0.152844,0.137753253348,4153.0383360000005,528.228864,2193754.7223737305,7.862195004928773,0.137753253348,5.89664625369658,large,True,0.0,False,False
near_border,train,10334.jpg,10334.txt,2,1,Breakage,0.995268,0.244046,0.24289117432800003,4586.194944,843.4229760000001,3868102.188184634,5.43759782991731,0.24289117432800003,4.078198372437983,large,True,0.0,False,False
near_border,train,10336.jpg,10336.txt,1,2,Comb,0.346952,0.994643,0.345093378136,555.1232,1193.5716,662579.2860211199,0.4650941761684008,0.345093378136,0.34882063212630054,large,True,5.000000000143778e-07,True,False
near_border,train,10336.jpg,10336.txt,2,5,Seepage,0.214853,0.993145,0.21338018268499997,343.7648,1191.774,409689.95075519994,0.28844797755279106,0.21338018268499997,0.2163359831645933,large,True,0.0,False,False
near_border,train,10337.jpg,10337.txt,1,0,Crack,0.0978327,0.912628,0.0892848613356,450.8130816,3154.042368,1421883.5594150412,0.14293184079383933,0.0892848613356,0.10719888059537949,medium,True,0.0,False,False
near_border,train,10337.jpg,10337.txt,2,0,Crack,0.084144,0.743887,0.06259362772799999,387.735552,2570.8734719999998,996819.0447880765,0.15081860551400952,0.06259362772799999,0.11311395413550714,medium,True,5.00000000069889e-07,True,False
near_border,train,10337.jpg,10337.txt,4,0,Crack,0.501135,0.0926671,0.046438727158500004,2309.23008,320.2574976,739548.2468034478,7.21054182120731,0.046438727158500004,5.407906365905483,medium,True,0.0,False,False
near_border,train,10337.jpg,10337.txt,6,0,Crack,0.058317,0.407298,0.023752397466,268.724736,1407.621888,378262.8202406216,0.1909069035448247,0.023752397466,0.1431801776586185,medium,True,0.0,False,False
near_border,train,10337.jpg,10337.txt,7,0,Crack,0.978635,0.0503158,0.049240802933000004,4509.55008,173.8914048,784171.9984271524,25.933139623471487,0.049240802933000004,19.449854717603618,medium,True,0.0,False,True
near_border,train,10337.jpg,10337.txt,8,0,Crack,0.117184,0.625243,0.073268475712,539.983872,2160.839808,1166818.6462955766,0.2498953740119175,0.073268475712,0.18742153050893812,medium,True,5.00000000069889e-07,True,False
near_border,train,10339.jpg,10339.txt,2,2,Comb,1.0,0.649271,0.649271,2918.0,1420.6049480000001,4145325.2382640005,2.0540545097411553,0.649271,1.5401889195728746,large,True,0.0,False,False
near_border,train,1034.JPG,1034.txt,3,1,Breakage,0.163012,0.072917,0.011886346003999999,446.00083199999995,133.000608,59318.38182450585,3.3533743845742414,0.011886346003999999,2.2355829230494946,medium,True,0.0,False,False
near_border,train,10340.jpg,10340.txt,1,4,Reinforcement,0.0488201,0.548368,0.026771380596799996,224.96302079999998,1895.1598079999999,426340.87530642794,0.11870398467209367,0.026771380596799996,0.08902798850407026,medium,True,0.0,False,False
near_border,train,10340.jpg,10340.txt,2,4,Reinforcement,0.0462124,0.417154,0.019277687509600003,212.9467392,1441.684224,307001.95445688243,0.14770692198404745,0.019277687509600003,0.11078019148803558,medium,True,0.0,False,False
near_border,train,10340.jpg,10340.txt,3,4,Reinforcement,0.0527117,0.547838,0.028877472304600003,242.89551360000002,1893.328128,459880.90806388657,0.12829023665146752,0.028877472304600003,0.09621767748860063,medium,True,0.0,False,False
near_border,train,10340.jpg,10340.txt,4,4,Reinforcement,0.0358671,0.205739,0.0073792612869,165.2755968,711.033984,117516.56605068165,0.2324440188782875,0.0073792612869,0.17433301415871563,small,True,0.0,False,False
near_border,train,10340.jpg,10340.txt,8,4,Reinforcement,0.058895,0.315275,0.018568121125000003,271.38816,1089.5904,295701.93380966404,0.24907356011947243,0.018568121125000003,0.18680517008960432,medium,True,0.0,False,False
near_border,train,10340.jpg,10340.txt,10,4,Reinforcement,0.0463804,0.360899,0.0167386399796,213.7208832,1247.2669440000002,266566.992857845,0.17135135684314262,0.0167386399796,0.12851351763235697,medium,True,0.0,False,False
near_border,train,10343.jpg,10343.txt,2,1,Breakage,0.959263,0.242827,0.232934956501,4420.283904,839.210112,3709546.950147637,5.267195712722775,0.232934956501,3.9503967845420815,large,True,0.0,False,False
