view,split,width,height,images,percent,rare_resolution
PROVISIONAL_BASELINE_ELIGIBLE,train,2736,3648,12,0.1443348568679336,False
PROVISIONAL_BASELINE_ELIGIBLE,train,1280,960,10,0.12027904738994467,False
PROVISIONAL_BASELINE_ELIGIBLE,train,2112,2816,10,0.12027904738994467,False
PROVISIONAL_BASELINE_ELIGIBLE,train,1200,1600,8,0.09622323791195574,True
PROVISIONAL_BASELINE_ELIGIBLE,train,1920,1080,8,0.09622323791195574,True
PROVISIONAL_BASELINE_ELIGIBLE,train,4896,2752,8,0.09622323791195574,True
PROVISIONAL_BASELINE_ELIGIBLE,train,575,431,7,0.08419533317296127,True
PROVISIONAL_BASELINE_ELIGIBLE,train,1972,2960,7,0.08419533317296127,True
PROVISIONAL_BASELINE_ELIGIBLE,train,5184,2912,7,0.08419533317296127,True
PROVISIONAL_BASELINE_ELIGIBLE,train,1704,2272,6,0.0721674284339668,True
PROVISIONAL_BASELINE_ELIGIBLE,train,550,413,5,0.06013952369497234,True
PROVISIONAL_BASELINE_ELIGIBLE,train,552,394,5,0.06013952369497234,True
PROVISIONAL_BASELINE_ELIGIBLE,train,2801,1867,5,0.06013952369497234,True
PROVISIONAL_BASELINE_ELIGIBLE,train,2918,2188,4,0.04811161895597787,True
PROVISIONAL_BASELINE_ELIGIBLE,train,550,393,3,0.0360837142169834,True
PROVISIONAL_BASELINE_ELIGIBLE,train,3072,2304,3,0.0360837142169834,True
PROVISIONAL_BASELINE_ELIGIBLE,train,3264,1836,3,0.0360837142169834,True
PROVISIONAL_BASELINE_ELIGIBLE,train,3864,5152,3,0.0360837142169834,True
PROVISIONAL_BASELINE_ELIGIBLE,train,265,170,2,0.024055809477988934,True
PROVISIONAL_BASELINE_ELIGIBLE,train,320,480,2,0.024055809477988934,True
PROVISIONAL_BASELINE_ELIGIBLE,train,552,393,2,0.024055809477988934,True
PROVISIONAL_BASELINE_ELIGIBLE,train,558,370,2,0.024055809477988934,True
PROVISIONAL_BASELINE_ELIGIBLE,train,590,442,2,0.024055809477988934,True
PROVISIONAL_BASELINE_ELIGIBLE,train,629,473,2,0.024055809477988934,True
PROVISIONAL_BASELINE_ELIGIBLE,train,960,1280,2,0.024055809477988934,True
PROVISIONAL_BASELINE_ELIGIBLE,train,3456,4608,2,0.024055809477988934,True
PROVISIONAL_BASELINE_ELIGIBLE,train,319,240,1,0.012027904738994467,True
PROVISIONAL_BASELINE_ELIGIBLE,train,322,240,1,0.012027904738994467,True
PROVISIONAL_BASELINE_ELIGIBLE,train,360,240,1,0.012027904738994467,True
PROVISIONAL_BASELINE_ELIGIBLE,train,360,480,1,0.012027904738994467,True
PROVISIONAL_BASELINE_ELIGIBLE,train,427,240,1,0.012027904738994467,True
PROVISIONAL_BASELINE_ELIGIBLE,train,500,298,1,0.012027904738994467,True
PROVISIONAL_BASELINE_ELIGIBLE,train,500,299,1,0.012027904738994467,True
PROVISIONAL_BASELINE_ELIGIBLE,train,500,300,1,0.012027904738994467,True
PROVISIONAL_BASELINE_ELIGIBLE,train,500,320,1,0.012027904738994467,True
PROVISIONAL_BASELINE_ELIGIBLE,train,500,327,1,0.012027904738994467,True
PROVISIONAL_BASELINE_ELIGIBLE,train,532,355,1,0.012027904738994467,True
PROVISIONAL_BASELINE_ELIGIBLE,train,557,370,1,0.012027904738994467,True
PROVISIONAL_BASELINE_ELIGIBLE,train,575,390,1,0.012027904738994467,True
PROVISIONAL_BASELINE_ELIGIBLE,train,816,1088,1,0.012027904738994467,True
PROVISIONAL_BASELINE_ELIGIBLE,train,960,720,1,0.012027904738994467,True
PROVISIONAL_BASELINE_ELIGIBLE,train,1536,2048,1,0.012027904738994467,True
PROVISIONAL_BASELINE_ELIGIBLE,train,1962,2520,1,0.012027904738994467,True
PROVISIONAL_BASELINE_ELIGIBLE,train,3456,2592,1,0.012027904738994467,True
PROVISIONAL_BASELINE_ELIGIBLE,train,4608,3013,1,0.012027904738994467,True
PROVISIONAL_BASELINE_ELIGIBLE,valid,5184,3888,490,46.934865900383144,False
PROVISIONAL_BASELINE_ELIGIBLE,valid,4608,3456,235,22.509578544061302,False
PROVISIONAL_BASELINE_ELIGIBLE,valid,1600,1200,69,6.609195402298851,False
PROVISIONAL_BASELINE_ELIGIBLE,valid,2048,1536,38,3.6398467432950192,False
PROVISIONAL_BASELINE_ELIGIBLE,valid,4208,2368,32,3.0651340996168583,False
PROVISIONAL_BASELINE_ELIGIBLE,valid,3888,5184,17,1.628352490421456,False
PROVISIONAL_BASELINE_ELIGIBLE,valid,3456,2304,14,1.3409961685823755,False
PROVISIONAL_BASELINE_ELIGIBLE,valid,4000,3000,14,1.3409961685823755,False
PROVISIONAL_BASELINE_ELIGIBLE,valid,2368,4208,12,1.1494252873563218,False
PROVISIONAL_BASELINE_ELIGIBLE,valid,2736,1824,12,1.1494252873563218,False
PROVISIONAL_BASELINE_ELIGIBLE,valid,960,720,11,1.053639846743295,False
PROVISIONAL_BASELINE_ELIGIBLE,valid,480,320,10,0.9578544061302682,False
PROVISIONAL_BASELINE_ELIGIBLE,valid,1088,816,10,0.9578544061302682,False
PROVISIONAL_BASELINE_ELIGIBLE,valid,4000,2248,9,0.8620689655172413,True
PROVISIONAL_BASELINE_ELIGIBLE,valid,6000,4000,9,0.8620689655172413,True
PROVISIONAL_BASELINE_ELIGIBLE,valid,6000,3376,8,0.7662835249042146,True
PROVISIONAL_BASELINE_ELIGIBLE,valid,3456,4608,7,0.6704980842911877,True
PROVISIONAL_BASELINE_ELIGIBLE,valid,2592,1944,5,0.4789272030651341,True
PROVISIONAL_BASELINE_ELIGIBLE,valid,3648,2736,4,0.3831417624521073,True
PROVISIONAL_BASELINE_ELIGIBLE,valid,5472,3648,4,0.3831417624521073,True
PROVISIONAL_BASELINE_ELIGIBLE,valid,2272,1704,3,0.28735632183908044,True
PROVISIONAL_BASELINE_ELIGIBLE,valid,320,240,2,0.19157088122605365,True
PROVISIONAL_BASELINE_ELIGIBLE,valid,550,394,2,0.19157088122605365,True
PROVISIONAL_BASELINE_ELIGIBLE,valid,575,431,2,0.19157088122605365,True
PROVISIONAL_BASELINE_ELIGIBLE,valid,1200,1600,2,0.19157088122605365,True
PROVISIONAL_BASELINE_ELIGIBLE,valid,1280,960,2,0.19157088122605365,True
PROVISIONAL_BASELINE_ELIGIBLE,valid,2918,2188,2,0.19157088122605365,True
PROVISIONAL_BASELINE_ELIGIBLE,valid,250,132,1,0.09578544061302682,True
PROVISIONAL_BASELINE_ELIGIBLE,valid,280,308,1,0.09578544061302682,True
PROVISIONAL_BASELINE_ELIGIBLE,valid,550,393,1,0.09578544061302682,True
PROVISIONAL_BASELINE_ELIGIBLE,valid,550,413,1,0.09578544061302682,True
PROVISIONAL_BASELINE_ELIGIBLE,valid,552,394,1,0.09578544061302682,True
PROVISIONAL_BASELINE_ELIGIBLE,valid,557,370,1,0.09578544061302682,True
PROVISIONAL_BASELINE_ELIGIBLE,valid,575,375,1,0.09578544061302682,True
PROVISIONAL_BASELINE_ELIGIBLE,valid,1704,2272,1,0.09578544061302682,True
PROVISIONAL_BASELINE_ELIGIBLE,valid,1836,2752,1,0.09578544061302682,True
PROVISIONAL_BASELINE_ELIGIBLE,valid,1920,1080,1,0.09578544061302682,True
PROVISIONAL_BASELINE_ELIGIBLE,valid,1972,2960,1,0.09578544061302682,True
PROVISIONAL_BASELINE_ELIGIBLE,valid,2048,3068,1,0.09578544061302682,True
PROVISIONAL_BASELINE_ELIGIBLE,valid,2112,2816,1,0.09578544061302682,True
PROVISIONAL_BASELINE_ELIGIBLE,valid,2736,3648,1,0.09578544061302682,True
PROVISIONAL_BASELINE_ELIGIBLE,valid,2801,1867,1,0.09578544061302682,True
PROVISIONAL_BASELINE_ELIGIBLE,valid,3072,2304,1,0.09578544061302682,True
PROVISIONAL_BASELINE_ELIGIBLE,valid,3264,1836,1,0.09578544061302682,True
PROVISIONAL_BASELINE_ELIGIBLE,valid,3264,2448,1,0.09578544061302682,True
PROVISIONAL_BASELINE_ELIGIBLE,valid,3456,2592,1,0.09578544061302682,True
PROVISIONAL_BASELINE_ELIGIBLE,test,5184,3888,655,62.20322886989554,False
PROVISIONAL_BASELINE_ELIGIBLE,test,4608,3456,151,14.339981006647673,False
PROVISIONAL_BASELINE_ELIGIBLE,test,1600,1200,63,5.982905982905983,False
PROVISIONAL_BASELINE_ELIGIBLE,test,2048,1536,38,3.6087369420702755,False
PROVISIONAL_BASELINE_ELIGIBLE,test,5152,3864,30,2.849002849002849,False
PROVISIONAL_BASELINE_ELIGIBLE,test,1088,816,25,2.3741690408357075,False
PROVISIONAL_BASELINE_ELIGIBLE,test,3456,2304,11,1.0446343779677112,False
PROVISIONAL_BASELINE_ELIGIBLE,test,480,320,9,0.8547008547008547,True
PROVISIONAL_BASELINE_ELIGIBLE,test,4000,2248,8,0.7597340930674265,True
PROVISIONAL_BASELINE_ELIGIBLE,test,5472,3648,7,0.6647673314339981,True
PROVISIONAL_BASELINE_ELIGIBLE,test,6000,3376,6,0.5698005698005698,True
PROVISIONAL_BASELINE_ELIGIBLE,test,6000,4000,5,0.4748338081671415,True
PROVISIONAL_BASELINE_ELIGIBLE,test,1200,1600,3,0.2849002849002849,True
PROVISIONAL_BASELINE_ELIGIBLE,test,1920,1080,3,0.2849002849002849,True
PROVISIONAL_BASELINE_ELIGIBLE,test,2272,1704,3,0.2849002849002849,True
PROVISIONAL_BASELINE_ELIGIBLE,test,2592,1944,3,0.2849002849002849,True
PROVISIONAL_BASELINE_ELIGIBLE,test,2816,2112,3,0.2849002849002849,True
PROVISIONAL_BASELINE_ELIGIBLE,test,3648,2736,3,0.2849002849002849,True
PROVISIONAL_BASELINE_ELIGIBLE,test,550,394,2,0.1899335232668566,True
PROVISIONAL_BASELINE_ELIGIBLE,test,552,394,2,0.1899335232668566,True
PROVISIONAL_BASELINE_ELIGIBLE,test,606,390,2,0.1899335232668566,True
PROVISIONAL_BASELINE_ELIGIBLE,test,1704,2272,2,0.1899335232668566,True
PROVISIONAL_BASELINE_ELIGIBLE,test,3072,2304,2,0.1899335232668566,True
PROVISIONAL_BASELINE_ELIGIBLE,test,3888,5184,2,0.1899335232668566,True
PROVISIONAL_BASELINE_ELIGIBLE,test,4896,2752,2,0.1899335232668566,True
PROVISIONAL_BASELINE_ELIGIBLE,test,313,220,1,0.0949667616334283,True
PROVISIONAL_BASELINE_ELIGIBLE,test,349,240,1,0.0949667616334283,True
PROVISIONAL_BASELINE_ELIGIBLE,test,390,606,1,0.0949667616334283,True
PROVISIONAL_BASELINE_ELIGIBLE,test,400,240,1,0.0949667616334283,True
PROVISIONAL_BASELINE_ELIGIBLE,test,405,240,1,0.0949667616334283,True
PROVISIONAL_BASELINE_ELIGIBLE,test,500,326,1,0.0949667616334283,True
PROVISIONAL_BASELINE_ELIGIBLE,test,550,413,1,0.0949667616334283,True
PROVISIONAL_BASELINE_ELIGIBLE,test,552,393,1,0.0949667616334283,True
PROVISIONAL_BASELINE_ELIGIBLE,test,1280,960,1,0.0949667616334283,True
PROVISIONAL_BASELINE_ELIGIBLE,test,1536,2048,1,0.0949667616334283,True
PROVISIONAL_BASELINE_ELIGIBLE,test,2736,1824,1,0.0949667616334283,True
PROVISIONAL_BASELINE_ELIGIBLE,test,2736,3648,1,0.0949667616334283,True
PROVISIONAL_BASELINE_ELIGIBLE,test,4000,3000,1,0.0949667616334283,True
